"Type","Name","SizeGB","Modified","Path"
"Unknown","test_A1.bin","0","2024-03-12 13:37:32","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\项目1\GUI\lv_port_pc_visual_studio\LvglPlatform\lvgl\tests\test_images\stride_align1\LZ4\test_A1.bin"
"Unknown","test_A1.bin","0","2024-03-12 13:37:32","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\项目1\GUI\lv_port_pc_visual_studio\LvglPlatform\lvgl\tests\test_images\stride_align64\LZ4\test_A1.bin"
"Unknown","test_A1.bin","0","2024-03-12 13:37:32","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\项目1\GUI\lv_port_pc_visual_studio\LvglPlatform\lvgl\tests\test_images\stride_align64\RLE\test_A1.bin"
"Unknown","tcp_syn.bin","0","2023-11-01 21:40:09","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Middlewares\Third_Party\LwIP\test\fuzz\inputs\tcp\tcp_syn.bin"
"Unknown","stm32wLoader.bin","0","2015-07-08 17:26:46","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\压缩包\工具软件\STLINK驱动\STLink\stm32wLoader.bin"
"Unknown","stm32wLoader.bin","0","2015-07-08 17:26:46","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\Keil5 学习资料\工具软件\STLINK驱动\STLink\stm32wLoader.bin"
"Unknown","stm32l15xLoader.bin","0","2015-07-08 17:26:44","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\Keil5 学习资料\工具软件\STLINK驱动\STLink\stm32l15xLoader.bin"
"Unknown","stm32l15xLoader.bin","0","2015-07-08 17:26:44","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\压缩包\工具软件\STLINK驱动\STLink\stm32l15xLoader.bin"
"Unknown","STM32F429I_DISCO_HelloWorld.bin","0","2023-11-01 21:37:41","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM32F429I-Discovery\Applications\USB_Host\FWupgrade_Standalone\Binary\STM32F429I_DISCO_HelloWorld.bin"
"Unknown","STM32F429I_DISCO_HelloWorld.bin","0","2024-05-31 20:29:59","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM32F429I-Discovery\Applications\USB_Host\FWupgrade_Standalone\Binary\STM32F429I_DISCO_HelloWorld.bin"
"Unknown","STM32F429I_DISCO_GPIO_EXTI.bin","0","2023-11-01 21:37:41","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM32F429I-Discovery\Applications\USB_Host\FWupgrade_Standalone\Binary\STM32F429I_DISCO_GPIO_EXTI.bin"
"Unknown","STM32F429I_DISCO_GPIO_EXTI.bin","0","2024-05-31 20:29:59","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM32F429I-Discovery\Applications\USB_Host\FWupgrade_Standalone\Binary\STM32F429I_DISCO_GPIO_EXTI.bin"
"Unknown","stm32F20xLoader.bin","0","2015-07-08 17:26:46","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\Keil5 学习资料\工具软件\STLINK驱动\STLink\stm32F20xLoader.bin"
"Unknown","stm32F20xLoader.bin","0","2015-07-08 17:26:46","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\压缩包\工具软件\STLINK驱动\STLink\stm32F20xLoader.bin"
"Unknown","stm32f10xLoader.bin","0","2015-07-08 17:26:46","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\Keil5 学习资料\工具软件\STLINK驱动\STLink\stm32f10xLoader.bin"
"Unknown","stm32f10xLoader.bin","0","2015-07-08 17:26:46","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\压缩包\工具软件\STLINK驱动\STLink\stm32f10xLoader.bin"
"Unknown","stm32f10xGLoader.bin","0","2015-07-08 17:26:46","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\Keil5 学习资料\工具软件\STLINK驱动\STLink\stm32f10xGLoader.bin"
"Unknown","stm32f10xGLoader.bin","0","2015-07-08 17:26:46","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\压缩包\工具软件\STLINK驱动\STLink\stm32f10xGLoader.bin"
"Unknown","STM324xG_EVAL_USBH_MSC_HS.bin","0","2023-11-01 21:37:26","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324xG_EVAL_USBH_MSC_HS.bin"
"Unknown","STM324xG_EVAL_USBH_MSC_HS.bin","0","2024-05-31 20:29:43","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324xG_EVAL_USBH_MSC_HS.bin"
"Unknown","STM324xG_EVAL_USBH_MSC_FS.bin","0","2024-05-31 20:29:43","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324xG_EVAL_USBH_MSC_FS.bin"
"Unknown","STM324xG_EVAL_USBH_MSC_FS.bin","0","2023-11-01 21:37:26","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324xG_EVAL_USBH_MSC_FS.bin"
"Unknown","STM324xG_EVAL_SysTick.bin","0","2023-11-01 21:37:26","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\LwIP\LwIP_IAP\binary\STM324xG_EVAL_SysTick.bin"
"Unknown","STM324xG_EVAL_SysTick.bin","0","2024-05-31 20:29:43","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324xG_EVAL_SysTick.bin"
"Unknown","STM324xG_EVAL_SysTick.bin","0","2023-11-01 21:37:26","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324xG_EVAL_SysTick.bin"
"Unknown","STM324xG_EVAL_SysTick.bin","0","2024-05-31 20:29:42","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\LwIP\LwIP_IAP\binary\STM324xG_EVAL_SysTick.bin"
"Unknown","STM324xG_EVAL_HTTP_Server.bin","0","2024-05-31 20:29:42","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\LwIP\LwIP_IAP\binary\STM324xG_EVAL_HTTP_Server.bin"
"Unknown","STM324xG_EVAL_HTTP_Server.bin","0","2023-11-01 21:37:26","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324xG_EVAL\Applications\LwIP\LwIP_IAP\binary\STM324xG_EVAL_HTTP_Server.bin"
"Unknown","STM324x9I_EVAL_USBH_MSC_HS.bin","0","2023-11-01 21:37:20","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324x9I_EVAL_USBH_MSC_HS.bin"
"Unknown","STM324x9I_EVAL_USBH_MSC_HS.bin","0","2024-05-31 20:29:37","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324x9I_EVAL_USBH_MSC_HS.bin"
"Unknown","STM324x9I_EVAL_USBH_MSC_FS.bin","0","2024-05-31 20:29:37","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324x9I_EVAL_USBH_MSC_FS.bin"
"Unknown","STM324x9I_EVAL_USBH_MSC_FS.bin","0","2023-11-01 21:37:20","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324x9I_EVAL_USBH_MSC_FS.bin"
"Unknown","STM324x9I_EVAL_Systick.bin","0","2023-11-01 21:37:19","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\LwIP\LwIP_IAP\Binary\STM324x9I_EVAL_Systick.bin"
"Unknown","STM324x9I_EVAL_SysTick.bin","0","2024-05-31 20:29:37","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324x9I_EVAL_SysTick.bin"
"Unknown","STM324x9I_EVAL_Systick.bin","0","2024-05-31 20:29:35","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\LwIP\LwIP_IAP\Binary\STM324x9I_EVAL_Systick.bin"
"Unknown","STM324x9I_EVAL_SysTick.bin","0","2023-11-01 21:37:20","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM324x9I_EVAL_SysTick.bin"
"Unknown","STM324x9I_EVAL_HTTP_Server.bin","0","2023-11-01 21:37:19","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\LwIP\LwIP_IAP\Binary\STM324x9I_EVAL_HTTP_Server.bin"
"Unknown","STM324x9I_EVAL_HTTP_Server.bin","0","2024-05-31 20:29:35","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Applications\LwIP\LwIP_IAP\Binary\STM324x9I_EVAL_HTTP_Server.bin"
"Unknown","STM32469I_DISCOVERY_SysTick_0x08008000.bin","0","2023-11-01 21:37:08","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM32469I-Discovery\Applications\USB_Host\FWupgrade_Standalone\Binary\STM32469I_DISCOVERY_SysTick_0x08008000.bin"
"Unknown","STM32469I_DISCOVERY_SysTick_0x08008000.bin","0","2024-05-31 20:29:23","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM32469I-Discovery\Applications\USB_Host\FWupgrade_Standalone\Binary\STM32469I_DISCOVERY_SysTick_0x08008000.bin"
"Unknown","STM32446E_EVAL_SysTick_0x08008000.bin","0","2023-11-01 21:37:05","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM32446E_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM32446E_EVAL_SysTick_0x08008000.bin"
"Unknown","STM32446E_EVAL_SysTick_0x08008000.bin","0","2024-05-31 20:29:19","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM32446E_EVAL\Applications\USB_Host\FWupgrade_Standalone\Binary\STM32446E_EVAL_SysTick_0x08008000.bin"
"Unknown","sram_test_PLT_V3_fw.bin","0","2021-09-06 21:02:02","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\项目1\嵌入式软件开发\zhilan\goodix\GRPLT_Config_Tool\GRPLT_Lite_Config_Tool__Windows_V1.1.5\OtherOptions\CK_Memory\sram_test_PLT_V3_fw.bin"
"Unknown","snapshot_blob.bin","0","2019-10-04 03:36:46","C:\Users\AWA007\Desktop\Data\其他资料\工具\CAD__2021\x64\acad\PF\Root\AcCef\snapshot_blob.bin"
"Unknown","sigmoid.onnx","0","2024-10-19 12:55:49","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\计算机基础\final project\Camera_connect\passenger-flow-algorithm-python\.venv\Lib\site-packages\onnxruntime\datasets\sigmoid.onnx"
"Unknown","shaky_car.bin","0.009","2010-08-25 13:06:19","C:\Users\AWA007\Desktop\Data\Code shool\matlab\matlab\toolbox\vision\visiondata\shaky_car.bin"
"Unknown","sdxl_vae.safetensors","0.312","2026-05-28 11:00:28","C:\Users\AWA007\Downloads\sdxl_vae.safetensors"
"Unknown","router_adv.bin","0","2023-11-01 21:40:09","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Middlewares\Third_Party\LwIP\test\fuzz\inputs\ipv6\router_adv.bin"
"Unknown","ratatatat74_pony_v2.safetensors","0.066","2026-05-28 15:26:41","C:\Users\AWA007\Downloads\ratatatat74_pony_v2.safetensors"
"Unknown","pywin32.pth","0","2024-10-31 11:35:28","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\线性代数及应用\.venv\Lib\site-packages\pywin32.pth"
"Unknown","Project.bin","0","2011-04-18 13:19:22","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\STM32入门教程资料\Keil5 学习资料\模块资料\1-STM32F103C8T6核心板\网络收集参考例程\STM32 USB Bootloader\uCOSII2.91+UCGUI3.90A(Support USB Mouse for HY35A) (Bootloader)\Project.bin"
"Unknown","PONYXL_STYLE_Gagala_ownwaifu.safetensors","0.213","2026-05-28 15:27:55","C:\Users\AWA007\Downloads\PONYXL_STYLE_Gagala_ownwaifu.safetensors"
"Unknown","ponyDiffusionV6XL_v6StartWithThisOne.safetensors","6.462","2026-05-23 15:38:40","C:\Users\AWA007\Downloads\ponyDiffusionV6XL_v6StartWithThisOne.safetensors"
"Unknown","pc_settings.bin","0","2026-04-14 13:56:51","C:\Users\AWA007\Documents\Rockstar Games\GTAV Enhanced\Profiles\D3C398E1\pc_settings.bin"
"Unknown","pc_settings.bin","0","2025-04-02 11:13:19","C:\Users\AWA007\Documents\Rockstar Games\GTA V\Profiles\D3C398E1\pc_settings.bin"
"Unknown","origindata6.bin","0","2020-01-17 00:00:00","C:\Users\AWA007\Desktop\Data\其他资料\工具\2021pro（正式版无限制）\第一步：安装程序\origindata6.bin"
"Unknown","origindata5.bin","0","2020-01-19 21:06:46","C:\Users\AWA007\Desktop\Data\其他资料\工具\2021pro（正式版无限制）\第一步：安装程序\origindata5.bin"
"Unknown","origindata4.bin","0","2017-01-30 17:54:22","C:\Users\AWA007\Desktop\Data\其他资料\工具\2021pro（正式版无限制）\第一步：安装程序\origindata4.bin"
"Unknown","origindata3.bin","0","2019-05-08 17:14:30","C:\Users\AWA007\Desktop\Data\其他资料\工具\2021pro（正式版无限制）\第一步：安装程序\origindata3.bin"
"Unknown","origindata2.bin","0.012","2021-05-20 17:14:54","C:\Users\AWA007\Desktop\Data\其他资料\工具\2021pro（正式版无限制）\第一步：安装程序\origindata2.bin"
"Unknown","origindata1.bin","0.044","2021-05-20 18:01:11","C:\Users\AWA007\Desktop\Data\其他资料\工具\2021pro（正式版无限制）\第一步：安装程序\origindata1.bin"
"Unknown","NIYouLAs.bin","0.007","2019-06-20 20:13:26","C:\Users\AWA007\Desktop\Data\school\Second semester of sophomore year\量化工程分析（信号与系统&数字信号处理）\Labview\NIDAQ1551f0\Products\EULADepot\NIYouLAs.bin"
"Unknown","NILV1501Deps_National InstrumentsLabVIEW 2015.bin","0.001","2025-06-04 00:31:22","C:\Users\AWA007\Documents\LabVIEW Data\Dependencies\NILV1501Deps_National InstrumentsLabVIEW 2015.bin"
"Unknown","neighbor_solicitation.bin","0","2023-11-01 21:40:09","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Middlewares\Third_Party\LwIP\test\fuzz\inputs\ipv6\neighbor_solicitation.bin"
"Unknown","natives_blob.bin","0","2019-10-04 03:34:34","C:\Users\AWA007\Desktop\Data\其他资料\工具\CAD__2021\x64\acad\PF\Root\AcCef\natives_blob.bin"
"Unknown","musicsample_wav.bin","0","2023-11-01 21:37:35","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM32F412G-Discovery\Examples\I2S\I2S_Audio\Binary\musicsample_wav.bin"
"Unknown","musicsample_wav.bin","0","2024-05-31 20:29:52","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM32F412G-Discovery\Examples\I2S\I2S_Audio\Binary\musicsample_wav.bin"
"Unknown","mul_1.onnx","0","2024-10-19 12:55:49","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\计算机基础\final project\Camera_connect\passenger-flow-algorithm-python\.venv\Lib\site-packages\onnxruntime\datasets\mul_1.onnx"
"Unknown","model.safetensors","9.003","2024-01-21 23:23:18","C:\Users\AWA007\Desktop\Data\其他资料\工具\AITranslator\各种模型（务必查看使用说明）\Sakura 13b AWQ模型\Sakura-13B-LNovel-v09-awq\model.safetensors"
"Unknown","mks_monster8.bin","0","2023-03-18 11:28:37","C:\Users\AWA007\Desktop\Data\school\Out Of Class\GuguBOT_硬件复现工程\01_原始资料\MKS-Monster8-main\tool\DFU-Upload\mks_monster8.bin"
"Unknown","mks_monster8_Bootloader_VET6.bin","0","2023-03-18 11:28:37","C:\Users\AWA007\Desktop\Data\school\Out Of Class\GuguBOT_硬件复现工程\01_原始资料\MKS-Monster8-main\tool\DFU-Upload\mks_monster8_Bootloader_VET6.bin"
"Unknown","mks_monster8 v0.10.0-557.bin","0","2023-03-18 11:28:37","C:\Users\AWA007\Desktop\Data\school\Out Of Class\GuguBOT_硬件复现工程\01_原始资料\MKS-Monster8-main\klipper firmware\mks_monster8 v0.10.0-557.bin"
"Unknown","mask8.onnx","0.011","2024-09-13 01:10:26","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\计算机基础\final project\Camera_connect\passenger-flow-algorithm-python\weights\mask8.onnx"
"Unknown","logreg_iris.onnx","0","2024-10-19 12:55:49","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\计算机基础\final project\Camera_connect\passenger-flow-algorithm-python\.venv\Lib\site-packages\onnxruntime\datasets\logreg_iris.onnx"
"Unknown","Limon_MCV1.5-1-g7ad617e_20230110_173753.bin","0","2024-06-01 11:06:10","C:\Users\AWA007\Desktop\Data\personal\文档\项目\ROS小车\limo-doc\limo_software\limo_firmware update\limo_firmware\Limon_MCV1.5-1-g7ad617e_20230110_173753.bin"
"Unknown","layout.bin","0","2024-04-01 23:36:31","C:\Users\AWA007\Desktop\Data\personal\文档\项目\RC比赛相关资料\开源资料（2023年1月更新版）\3.电控培训资料\3.电机控制器\elmo相关资料\Elmo Composer Setup 29January2014\Composer_Setup_29January2014\layout.bin"
"Unknown","layout.bin","0","2020-10-27 04:57:06","C:\Users\AWA007\Desktop\Data\其他资料\工具\2021pro（正式版无限制）\第一步：安装程序\layout.bin"
"Unknown","last.pt","0.018","2025-12-09 00:36:47","C:\Users\AWA007\Desktop\Data\school\the first semester of the junior year\机器人\yolo\kuaizi\ultralytics\runs\detect\train9\weights\last.pt"
"Unknown","last.pt","0.006","2025-12-09 01:26:26","C:\Users\AWA007\Desktop\Data\school\the first semester of the junior year\机器人\yolo\kuaizi\ultralytics\runs\detect\train12\weights\last.pt"
"Unknown","last.pt","0.006","2025-12-09 00:24:21","C:\Users\AWA007\Desktop\Data\school\the first semester of the junior year\机器人\yolo\kuaizi\ultralytics\runs\detect\train8\weights\last.pt"
"Unknown","last.pt","0.006","2025-05-08 21:15:00","C:\Users\AWA007\Desktop\Data\school\the first semester of the junior year\机器人\yolo\kuaizi\ultralytics\runs\detect\train\weights\last.pt"
"Unknown","last.pt","0.006","2025-05-08 16:55:24","C:\Users\AWA007\Desktop\Data\school\the first semester of the junior year\机器人\yolo\kuaizi\ultralytics\runs\detect\train1\weights\last.pt"
"Unknown","last.pt","0.005","2025-05-09 18:49:51","C:\Users\AWA007\Desktop\Data\school\the first semester of the junior year\机器人\yolo\kuaizi\ultralytics\runs\detect\train3\weights\last.pt"
"Unknown","last.pt","0.005","2025-05-09 00:29:51","C:\Users\AWA007\Desktop\Data\school\the first semester of the junior year\机器人\yolo\kuaizi\ultralytics\runs\detect\train2\weights\last.pt"
"Unknown","Keyboard-fw-offset-V1.5.bin","0","2022-11-23 15:55:48","C:\Users\AWA007\Desktop\Data\school\Out Of Class\Custom Keyboard\HelloWord-Keyboard-fw-offset-1.6\cmake-build-debug\Keyboard-fw-offset-V1.5.bin"
"Unknown","Keyboard-fw-offset-V1.4.bin","0","2022-11-19 10:21:00","C:\Users\AWA007\Desktop\Data\school\Out Of Class\Custom Keyboard\HelloWord-Keyboard-fw-offset-1.6\cmake-build-debug\Keyboard-fw-offset-V1.4.bin"
"Unknown","Keyboard-fw-offset-V1.3.bin","0","2022-11-17 20:08:50","C:\Users\AWA007\Desktop\Data\school\Out Of Class\Custom Keyboard\HelloWord-Keyboard-fw-offset-1.6\cmake-build-debug\Keyboard-fw-offset-V1.3.bin"
"Unknown","Keyboard-fw-offset-V1.1.bin","0","2022-11-16 13:28:50","C:\Users\AWA007\Desktop\Data\school\Out Of Class\Custom Keyboard\HelloWord-Keyboard-fw-offset-1.6\cmake-build-debug\Keyboard-fw-offset-V1.1.bin"
"Unknown","jgaurora_bootloader.bin","0","2023-03-18 11:28:37","C:\Users\AWA007\Desktop\Data\school\Out Of Class\GuguBOT_硬件复现工程\01_原始资料\MKS-Monster8-main\marlin firmware for voron\MKS_MONSTER_Marlin-2.0.x_中文\Marlin-2.0.x\buildroot\share\PlatformIO\scripts\jgaurora_bootloader.bin"
"Unknown","jgaurora_bootloader.bin","0","2023-03-18 11:28:37","C:\Users\AWA007\Desktop\Data\school\Out Of Class\GuguBOT_硬件复现工程\01_原始资料\MKS-Monster8-main\marlin firmware for voron\MKS_MONSTER_V2_Marlin-2.0.x\Marlin-2.0.x\buildroot\share\PlatformIO\scripts\jgaurora_bootloader.bin"
"Unknown","jgaurora_bootloader.bin","0","2023-03-18 11:28:37","C:\Users\AWA007\Desktop\Data\school\Out Of Class\GuguBOT_硬件复现工程\01_原始资料\MKS-Monster8-main\marlin firmware for voron\MKS_MONSTER_Marlin-2.0.x\Marlin-2.0.x\buildroot\share\PlatformIO\scripts\jgaurora_bootloader.bin"
"Unknown","icmp_ping.bin","0","2023-11-01 21:40:09","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Middlewares\Third_Party\LwIP\test\fuzz\inputs\icmp\icmp_ping.bin"
"Unknown","HighlightCache_WW_10952754293771347805.bin","0","2025-01-28 22:50:27","C:\Users\AWA007\Documents\The Crew 2\Temp\HighlightCache_WW_10952754293771347805.bin"
"Unknown","HelloWord-Keyboard-fw.bin","0","2022-09-27 21:48:24","C:\Users\AWA007\Downloads\瀚文-GitHub工程源文件（已填坑）\HelloWord-Keyboard-fw\cmake-build-debug\HelloWord-Keyboard-fw.bin"
"Unknown","HelloWord-Keyboard-fw.bin","0","2025-03-04 18:29:09","C:\Users\AWA007\Desktop\Data\school\Out Of Class\Custom Keyboard\HelloWord-Keyboard-fw-offset-1.6\cmake-build-debug\HelloWord-Keyboard-fw.bin"
"Unknown","HelloWord-Keyboard-fw.bin","0","2024-05-06 10:25:30","C:\Users\AWA007\Desktop\Data\school\Out Of Class\Custom Keyboard\HelloWord-Keyboard\2.Firmware\_Release\HelloWord-Keyboard-fw.bin"
"Unknown","HelloWord-Keyboard-fw.bin","0","2025-01-17 10:20:42","C:\Users\AWA007\Desktop\Data\school\Out Of Class\Custom Keyboard\HelloWord-Keyboard\2.Firmware\HelloWord-Keyboard-fw\cmake-build-debug\HelloWord-Keyboard-fw.bin"
"Unknown","HelloWord-Dynamic-fw.bin","0","2024-05-06 10:25:30","C:\Users\AWA007\Desktop\Data\school\Out Of Class\Custom Keyboard\HelloWord-Keyboard\2.Firmware\_Release\HelloWord-Dynamic-fw.bin"
"Unknown","HelloWord-Dynamic-fw.bin","0","2022-10-08 15:09:18","C:\Users\AWA007\Downloads\瀚文-GitHub工程源文件（已填坑）\HelloWord-Dynamic-fw-offset-1.0\cmake-build-debug\HelloWord-Dynamic-fw.bin"
"Unknown","Haoni-P4v3-PDXL.safetensors","0.097","2026-05-28 15:27:10","C:\Users\AWA007\Downloads\Haoni-P4v3-PDXL.safetensors"
"Unknown","Haoni-P4v3-PDXL (1).safetensors","0.097","2026-05-28 15:27:18","C:\Users\AWA007\Downloads\Haoni-P4v3-PDXL (1).safetensors"
"Unknown","GU_ENC_V0.31.bin","0","2023-12-01 09:58:40","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\项目1\嵌入式软件开发\zhilan\goodix\GRPLT_Config_Tool\GRPLT_Lite_Config_Tool__Windows_V1.1.5\OtherOptions\FW_GU\GU_ENC_V0.31.bin"
"Unknown","gr5526_smart_watch.bin","0.001","2024-03-13 11:23:42","C:\Users\AWA007\Desktop\Data\personal\文档\项目\智能触屏手表\项目1\GUI\GR5526-Smart-Watch\projects\peripheral\graphics\gr5526_smart_watch\Keil_5\Listings\gr5526_smart_watch.bin"
"Unknown","FLASH_DualBoot.bin","0","2024-05-31 20:29:40","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\嵌入式系统设计\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Examples\FLASH\FLASH_DualBoot\Binary\FLASH_DualBoot.bin"
"Unknown","FLASH_DualBoot.bin","0","2023-11-01 21:37:23","C:\Users\AWA007\Desktop\Data\其他资料\工具\STM32Cube_FW_F4_V1.28.0\Projects\STM324x9I_EVAL\Examples\FLASH\FLASH_DualBoot\Binary\FLASH_DualBoot.bin"
"Unknown","distutils-precedence.pth","0","2024-09-11 14:01:28","C:\Users\AWA007\Desktop\Data\school\The first semester of the sophomore year\线性代数及应用\test\.venv\Lib\site-packages\distutils-precedence.pth"
"Unknown","distutils-precedence.pth","0","2026-05-10 17:11:44","C:\Users\AWA007\Desktop\Data\school\The second semester of the junior year in college\Fundamentals of Artificial Intelligence\week9\agent\.venv\Lib\site-packages\distutils-precedence.pth"
"Unknown","distutils-precedence.pth","0","2025-12-23 09:38:55","C:\Users\AWA007\Desktop\Data\school\the first semester of the junior year\algorithm design\venv\Lib\site-packages\distutils-precedence.pth"
"Unknown","distutils-precedence.pth","0","2025-12-23 09:41:41","C:\Users\AWA007\Desktop\Data\school\the first semester of the junior year\algorithm design\smart_parking_demo\venv\Lib\site-packages\distutils-precedence.pth"
